pitch,ioi,event,.thisRepN,.thisTrialN,.thisN,.thisIndex,event,tap_types,tap_times,release_times,peak_pressures,peak_times,tone_times,subject,experimenter,register,handedness,experiment,version
,,SPR,0,-1,-1,0,SPR,"['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P']","[52948, 53601, 54299, 54982, 55693, 56425, 57174, 57944, 58667, 59409, 60134, 60852, 61568, 62333, 63077, 63842, 64569, 65302, 66030, 66774, 67517, 68273, 69000, 69715, 70428, 71160, 71882, 72592, 73339, 74140]","[53013, 53667, 54355, 55044, 55754, 56492, 57238, 57996, 58734, 59463, 60192, 60919, 61633, 62388, 63151, 63879, 64630, 65372, 66102, 66848, 67595, 68337, 69069, 69781, 70504, 71242, 71955, 72669, 73427, 74215]","[2, 135, 190, 190, 35, 251, 9, 188, 171, 172, 195, 129, 93, 119, 155, 208, 95, 110, 58, 186, 67, 67, 66, 41, 183, 112, 111, 128, 74, 80]","[52954, 53607, 54305, 54987, 55698, 56429, 57179, 57949, 58671, 59412, 60139, 60857, 61574, 62340, 63081, 63848, 64575, 65308, 66035, 66779, 67524, 68279, 69006, 69722, 70433, 71168, 71888, 72598, 73347, 74146]",,77,OR,L,R,ITMSR,1.1
2,500,practice,0,0,0,0,practice,"['B', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[148503, 149308, 149886, 150416, 150948, 151468, 151992, 152493, 152960, 153462, 153975, 154498, 154995, 155488, 155980, 156439, 156935, 157443, 157953, 158448, 158919, 159422, 159951]","[148574, 149383, 149941, 150480, 151003, 151527, 152050, 152552, 153023, 153515, 154031, 154551, 155051, 155547, 156036, 156514, 157008, 157506, 158006, 158510, 158991, 159490, 160012]","[16, 26, 192, 213, 227, 249, 253, 227, 255, 217, 168, 210, 158, 219, 251, 189, 164, 244, 227, 234, 209, 249, 239]","[148527, 149316, 149893, 150422, 150955, 151473, 151997, 152499, 152965, 153467, 153980, 154503, 155000, 155493, 155984, 156445, 156940, 157448, 157958, 158453, 158924, 159427, 159956]","[148514, 149014, 149514, 150014, 150514, 151014, 151514, 152014, 152513, 152980, 153482, 153995, 154518, 155015, 155508, 156000, 156460, 156955, 157463, 157973, 158468, 158939, 159442, 159971]",77,OR,L,R,ITMSR,1.1
4,500,practice,0,1,1,1,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[165996, 166498, 167009, 167526, 168048, 168543, 169057, 169556, 170085, 170596, 171128, 171638, 172111, 172592, 173082, 173578, 174099, 174596, 175058, 175536, 176033, 176541, 177045]","[166078, 166589, 167093, 167614, 168126, 168623, 169145, 169635, 170159, 170678, 171191, 171703, 172190, 172664, 173154, 173661, 174178, 174700, 175149, 175628, 176119, 176647, 177148]","[143, 62, 200, 127, 104, 93, 8, 134, 203, 49, 39, 115, 176, 117, 58, 177, 202, 105, 95, 88, 92, 132, 152]","[166043, 166545, 167015, 167533, 168054, 168549, 169103, 169605, 170092, 170643, 171134, 171643, 172119, 172634, 173088, 173583, 174104, 174658, 175065, 175543, 176038, 176546, 177050]","[165642, 166142, 166642, 167142, 167642, 168142, 168642, 169142, 169576, 170105, 170616, 171148, 171658, 172131, 172612, 173102, 173598, 174119, 174616, 175078, 175556, 176053, 176561, 177065]",77,OR,L,R,ITMSR,1.1
5,500,practice,0,2,2,2,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[182635, 182996, 183457, 183941, 184436, 184936, 185459, 185931, 186430, 186926, 187469, 187970, 188448, 188956, 189457, 189936, 190451, 190969, 191464, 191953, 192458, 192960, 193486, 193997]","[182723, 183076, 183542, 184007, 184498, 185005, 185522, 185999, 186502, 187004, 187547, 188050, 188547, 189062, 189606, 190074, 190606, 191130, 191625, 192125, 192627, 193145, 193675, 194178]","[186, 38, 197, 119, 103, 57, 5, 44, 125, 163, 75, 121, 233, 208, 176, 147, 171, 225, 184, 220, 227, 4, 227, 208]","[182677, 183003, 183462, 183947, 184440, 184942, 185464, 185936, 186436, 186930, 187475, 187976, 188453, 188962, 189462, 190011, 190456, 190974, 191550, 191958, 192462, 192965, 193491, 194002]","[182436, 182936, 183436, 183937, 184436, 184936, 185436, 185936, 186450, 186946, 187489, 187991, 188468, 188976, 189477, 189956, 190471, 190989, 191484, 191973, 192478, 192980, 193506, 194017]",77,OR,L,R,ITMSR,1.1
0,500,practice,0,3,3,3,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[199608, 200028, 200474, 200935, 201448, 201958, 202444, 202968, 203458, 203947, 204498, 205026, 205491, 206007, 206499, 207019, 207501, 208022, 208553, 209036, 209509, 210008, 210529, 211045]","[199698, 200095, 200527, 201000, 201506, 202021, 202509, 203016, 203517, 204022, 204566, 205087, 205558, 206087, 206579, 207089, 207586, 208098, 208647, 209122, 209613, 210108, 210611, 211108]","[34, 25, 175, 169, 31, 88, 131, 103, 111, 174, 179, 178, 185, 160, 100, 118, 249, 84, 217, 126, 138, 141, 185, 128]","[199653, 200068, 200479, 200941, 201454, 201963, 202449, 202972, 203464, 203952, 204504, 205032, 205495, 206012, 206505, 207024, 207507, 208028, 208558, 209041, 209514, 210013, 210534, 211051]","[199462, 199962, 200462, 200962, 201462, 201962, 202462, 202962, 203479, 203967, 204518, 205046, 205511, 206027, 206519, 207039, 207521, 208043, 208573, 209056, 209529, 210028, 210549, 211065]",77,OR,L,R,ITMSR,1.1
3,500,practice,0,4,4,4,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[216878, 217300, 217740, 218172, 218662, 219175, 219713, 220234, 220720, 221228, 221692, 222194, 222669, 223179, 223661, 224172, 224642, 225134, 225623, 226135, 226670, 227163, 227655, 228140]","[216955, 217366, 217760, 218223, 218708, 219227, 219758, 220280, 220771, 221284, 221749, 222263, 222730, 223227, 223723, 224235, 224693, 225191, 225675, 226191, 226725, 227219, 227724, 228218]","[112, 140, 33, 28, 23, 208, 164, 2, 63, 12, 117, 230, 28, 237, 254, 70, 189, 127, 130, 191, 64, 210, 115, 100]","[216883, 217304, 217744, 218178, 218668, 219182, 219717, 220238, 220726, 221234, 221696, 222199, 222675, 223185, 223667, 224178, 224648, 225137, 225626, 226139, 226675, 227169, 227659, 228143]","[216723, 217222, 217722, 218222, 218722, 219223, 219722, 220222, 220740, 221248, 221712, 222214, 222689, 223199, 223681, 224192, 224662, 225154, 225643, 226155, 226690, 227183, 227675, 228160]",77,OR,L,R,ITMSR,1.1
1,500,practice,0,5,5,5,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[233991, 234412, 234862, 235332, 235803, 236310, 236819, 237327, 237850, 238341, 238844, 239327, 239835, 240330, 240849, 241355, 241888, 242400, 242880, 243367, 243863, 244369, 244853, 245348]","[234030, 234468, 234910, 235367, 235845, 236353, 236873, 237396, 237894, 238405, 238902, 239387, 239898, 240386, 240921, 241418, 241945, 242465, 242955, 243430, 243934, 244420, 244918, 245425]","[2, 201, 165, 166, 67, 219, 247, 82, 3, 236, 49, 236, 7, 192, 5, 177, 52, 50, 72, 158, 88, 17, 213, 79]","[233995, 234418, 234866, 235336, 235808, 236315, 236826, 237333, 237855, 238348, 238850, 239332, 239840, 240336, 240855, 241360, 241895, 242406, 242886, 243372, 243869, 244375, 244859, 245354]","[233827, 234327, 234826, 235326, 235826, 236326, 236826, 237326, 237870, 238361, 238864, 239347, 239855, 240350, 240869, 241375, 241908, 242420, 242900, 243387, 243884, 244389, 244873, 245368]",77,OR,L,R,ITMSR,1.1
0,600,trial,0,6,6,6,trial,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[302812, 303210, 303711, 304362, 305004, 305612, 306195, 306843, 307471, 308104, 308759, 309395, 310040, 310738, 311402, 312027, 312677, 313324, 313964, 314606, 315242, 315914, 316539, 317203]","[302833, 303271, 303778, 304436, 305079, 305694, 306277, 306920, 307536, 308175, 308818, 309459, 310099, 310758, 311473, 312094, 312733, 313401, 314020, 314680, 315314, 315934, 316611, 317255]","[116, 118, 31, 233, 100, 90, 158, 223, 12, 128, 143, 93, 25, 87, 124, 10, 111, 230, 171, 124, 144, 205, 22, 48]","[302818, 303215, 303717, 304368, 305010, 305618, 306200, 306848, 307476, 308110, 308763, 309400, 310046, 310746, 311407, 312032, 312681, 313372, 313969, 314611, 315249, 315920, 316546, 317207]","[302623, 303223, 303823, 304423, 305024, 305624, 306224, 306824, 307491, 308124, 308780, 309415, 310061, 310758, 311422, 312047, 312697, 313345, 313985, 314626, 315262, 315934, 316559, 317223]",77,OR,L,R,ITMSR,1.1
5,600,trial,0,7,7,7,trial,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[323040, 323485, 324078, 324688, 325248, 325881, 326437, 327060, 327700, 328305, 328891, 329518, 330093, 330731, 331302, 331897, 332484, 333076, 333663, 334260, 334360, 334827, 335423, 336030, 336653]","[323101, 323564, 324150, 324758, 325316, 325901, 326457, 327133, 327720, 328325, 328972, 329538, 330184, 330799, 331402, 331982, 332574, 333179, 333777, 334280, 334389, 334941, 335526, 336152, 336748]","[214, 39, 118, 149, 174, 39, 118, 127, 70, 76, 22, 241, 181, 97, 107, 66, 109, 1, 203, 5, 166, 40, 94, 71, 77]","[323043, 323491, 324083, 324694, 325253, 325889, 326441, 327065, 327704, 328311, 328897, 329524, 330096, 330736, 331308, 331902, 332489, 333079, 333668, 334265, 334360, 334832, 335428, 336036, 336658]","[322853, 323452, 324052, 324653, 325253, 325853, 326453, 327053, 327720, 328325, 328911, 329538, 330114, 330752, 331322, 331917, 332504, 333096, 333683, 334280, 334848, 335443, 336050, 336673]",77,OR,L,R,ITMSR,1.1
1,400,trial,0,8,8,8,trial,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[342242, 342759, 343095, 343539, 343943, 344347, 344754, 345160, 345586, 345992, 346414, 346817, 347214, 347630, 348024, 348421, 348847, 349240, 349679, 350060, 350480, 350879, 351254]","[342315, 342822, 343140, 343559, 343995, 344367, 344812, 345221, 345635, 346076, 346482, 346877, 347275, 347682, 348089, 348504, 348926, 349333, 349735, 350139, 350564, 350978, 351345]","[109, 11, 233, 179, 16, 173, 209, 218, 147, 73, 102, 194, 159, 189, 156, 168, 199, 211, 217, 248, 254, 18, 240]","[342248, 342766, 343101, 343545, 343949, 344353, 344760, 345166, 345594, 345997, 346418, 346823, 347222, 347636, 348032, 348430, 348853, 349246, 349686, 350066, 350486, 350885, 351260]","[342023, 342422, 342822, 343222, 343622, 344023, 344422, 344822, 345180, 345606, 346012, 346434, 346838, 347234, 347650, 348044, 348441, 348867, 349260, 349699, 350081, 350500, 350899, 351275]",77,OR,L,R,ITMSR,1.1
