pitch,ioi,event,.thisRepN,.thisTrialN,.thisN,.thisIndex,event,tap_types,tap_times,release_times,peak_pressures,peak_times,tone_times,subject,experimenter,register,handedness,experiment,version
,,SPR,0,-1,-1,0,SPR,"['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P']","[45073, 45335, 45636, 45888, 46127, 46382, 46648, 46891, 47137, 47385, 47638, 47885, 48164, 48404, 48643, 48887, 49141, 49386, 49616, 49854, 50116, 50352, 50582, 50828, 51070, 51317, 51562, 51827, 52077, 52302]","[45133, 45393, 45697, 45948, 46189, 46442, 46702, 46941, 47198, 47435, 47688, 47931, 48208, 48451, 48692, 48940, 49190, 49436, 49667, 49904, 50151, 50397, 50630, 50877, 51121, 51365, 51616, 51874, 52126, 52360]","[145, 118, 92, 116, 107, 72, 51, 58, 84, 69, 67, 69, 42, 72, 35, 17, 202, 6, 199, 254, 73, 232, 218, 179, 215, 103, 237, 183, 18, 27]","[45079, 45343, 45645, 45895, 46134, 46390, 46657, 46899, 47147, 47394, 47647, 47893, 48174, 48412, 48652, 48897, 49152, 49394, 49627, 49863, 50127, 50359, 50591, 50836, 51079, 51330, 51572, 51838, 52085, 52312]",,71,OR,U,R,ITMSR,1.1
2,500,practice,0,0,0,0,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[145160, 145756, 146320, 146825, 147326, 147821, 148349, 148825, 149321, 149817, 150299, 150777, 151259, 151718, 152180, 152617, 153012, 153359, 153686, 153979, 154255, 154531, 154795]","[145223, 145821, 146379, 146881, 147384, 147879, 148401, 148886, 149378, 149873, 150354, 150837, 151323, 151774, 152241, 152684, 153084, 153419, 153737, 154035, 154308, 154580]","[123, 146, 127, 132, 130, 128, 118, 141, 125, 146, 146, 128, 139, 136, 132, 123, 128, 109, 95, 108, 112, 91]","[145168, 145763, 146328, 146833, 147334, 147828, 148358, 148833, 149329, 149824, 150306, 150785, 151265, 151725, 152186, 152625, 153018, 153368, 153695, 153987, 154257, 154541]","[144371, 144871, 145371, 145871, 146371, 146871, 147372, 147871, 148369, 148845, 149341, 149837, 150319, 150797, 151279, 151738, 152200, 152637, 153032, 153379, 153706, 153999, 154275, 154551]",71,OR,U,R,ITMSR,1.1
4,500,practice,0,1,1,1,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[160346, 160884, 161363, 161822, 162344, 162806, 163360, 163829, 164143, 164403, 164700, 164967, 165236, 165517, 165793, 166020, 166250, 166486, 166726, 166965, 167208, 167450, 167677, 167881, 168093, 168292, 168499, 168707, 168933, 169163, 169369, 169613, 169824, 170019, 170247, 170463]","[160398, 160931, 161419, 161873, 162393, 162865, 163416, 163892, 164190, 164454, 164754, 165032, 165305, 165575, 165849, 166074, 166311, 166546, 166787, 167031, 167276, 167513, 167736, 167944, 168154, 168347, 168555, 168775, 168992, 169213, 169441, 169675, 169880, 170077, 170305]","[134, 139, 127, 133, 136, 129, 121, 124, 111, 107, 95, 102, 131, 142, 138, 138, 80, 110, 114, 128, 135, 121, 112, 77, 89, 57, 33, 53, 63, 43, 46, 38, 63, 68, 75]","[160353, 160890, 161371, 161830, 162351, 162813, 163368, 163837, 164152, 164410, 164708, 164976, 165243, 165524, 165798, 166026, 166260, 166493, 166734, 166972, 167216, 167457, 167686, 167889, 168101, 168301, 168508, 168715, 168938, 169168, 169377, 169621, 169831, 170025, 170257]","[159947, 160447, 160947, 161447, 161947, 162447, 162947, 163447, 163849, 164163, 164720, 165256, 165537, 165813, 166270, 166746, 167228, 167697, 168113, 168519, 168953, 169389, 169844, 170267]",71,OR,U,R,ITMSR,1.1
1,500,practice,0,2,2,2,practice,"['S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[177119, 177602, 178143, 178646, 179105, 179585, 180058, 180523, 180933, 181362, 181803, 182256, 182735, 183188, 183665, 184118, 184596, 185068, 185541, 185987, 186426]","[177170, 177655, 178192, 178697, 179164, 179649, 180123, 180576, 181006, 181415, 181870, 182315, 182791, 183247, 183730, 184181, 184652, 185115, 185580, 186033, 186473]","[110, 120, 100, 101, 109, 95, 96, 82, 95, 12, 27, 248, 19, 2, 34, 70, 48, 42, 16, 31, 26]","[177125, 177607, 178149, 178653, 179110, 179591, 180064, 180529, 180938, 181370, 181809, 182263, 182742, 183194, 183670, 184123, 184601, 185073, 185547, 185993, 186432]","[175632, 176132, 176632, 177132, 177632, 178132, 178632, 179132, 179605, 180078, 180543, 180953, 181382, 181823, 182276, 182755, 183208, 183685, 184138, 184616, 185089, 185561, 186007, 186446]",71,OR,U,R,ITMSR,1.1
0,500,practice,0,3,3,3,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[192567, 193111, 193631, 194153, 194641, 195133, 195637, 196113, 196568, 197047, 197508, 197984, 198477, 198951, 199399, 199878, 200365, 200838, 201326, 201832, 202290, 202777, 203232]","[192623, 193167, 193684, 194211, 194694, 195182, 195687, 196165, 196621, 197116, 197573, 198048, 198533, 199004, 199479, 199943, 200442, 200907, 201396, 201888, 202369, 202851, 203345]","[160, 145, 110, 114, 114, 124, 119, 129, 102, 67, 112, 118, 93, 92, 92, 68, 98, 93, 93, 56, 95, 97, 98]","[192573, 193116, 193637, 194161, 194648, 195139, 195643, 196120, 196576, 197057, 197516, 197991, 198484, 198960, 199407, 199887, 200372, 200846, 201334, 201841, 202299, 202785, 203240]","[192221, 192721, 193221, 193721, 194221, 194721, 195221, 195721, 196133, 196588, 197067, 197528, 198004, 198497, 198971, 199419, 199898, 200385, 200858, 201346, 201852, 202310, 202797, 203252]",71,OR,U,R,ITMSR,1.1
5,500,practice,0,4,4,4,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[208976, 209342, 209777, 210252, 210721, 211233, 211723, 212231, 212733, 213222, 213723, 214235, 214730, 215196, 215711, 216201, 216681, 217176, 217627, 218121, 218569, 219089, 219604, 220097]","[209039, 209417, 209852, 210316, 210790, 211301, 211795, 212291, 212790, 213280, 213785, 214300, 214800, 215276, 215772, 216274, 216765, 217244, 217706, 218192, 218680, 219204, 219709, 220193]","[144, 151, 147, 124, 130, 138, 133, 121, 140, 128, 124, 131, 130, 121, 121, 91, 128, 108, 128, 96, 88, 80, 100, 134]","[208983, 209348, 209784, 210259, 210727, 211239, 211730, 212238, 212739, 213229, 213730, 214242, 214737, 215203, 215718, 216211, 216688, 217183, 217633, 218128, 218577, 219097, 219611, 220102]","[208766, 209265, 209765, 210265, 210765, 211265, 211765, 212265, 212753, 213242, 213743, 214255, 214750, 215216, 215731, 216221, 216701, 217196, 217647, 218141, 218589, 219109, 219624, 220118]",71,OR,U,R,ITMSR,1.1
3,500,practice,0,5,5,5,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[226102, 226667, 227208, 227734, 228231, 228733, 229218, 229760, 230246, 230711, 231221, 231701, 232176, 232654, 233104, 233602, 234072, 234558, 235036, 235511, 235991, 236462, 236932]","[226155, 226723, 227258, 227787, 228289, 228787, 229282, 229821, 230310, 230784, 231292, 231769, 232247, 232727, 233195, 233684, 234158, 234626, 235112, 235589, 236060, 236530, 237007]","[116, 126, 109, 122, 106, 132, 150, 131, 113, 66, 56, 70, 93, 86, 83, 68, 87, 78, 63, 73, 27, 6, 18]","[226109, 226673, 227215, 227741, 228239, 228740, 229224, 229766, 230253, 230717, 231228, 231708, 232182, 232660, 233111, 233610, 234082, 234564, 235043, 235520, 236000, 236474, 236943]","[225836, 226334, 226834, 227334, 227834, 228334, 228834, 229335, 229780, 230266, 230731, 231241, 231721, 232196, 232674, 233124, 233622, 234092, 234578, 235056, 235531, 236011, 236482, 236952]",71,OR,U,R,ITMSR,1.1
5,600,trial,0,6,6,6,trial,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[290229, 290503, 291149, 291776, 292384, 293008, 293630, 294199, 294804, 295433, 296031, 296648, 297290, 297906, 298541, 299146, 299769, 300414, 301041, 301686, 302279, 302880, 303491, 304113]","[290281, 290572, 291246, 291851, 292459, 293088, 293703, 294281, 294882, 295512, 296110, 296721, 297370, 297987, 298634, 299237, 299855, 300496, 301125, 301779, 302387, 302990, 303641, 304347]","[169, 160, 147, 151, 179, 173, 157, 163, 149, 150, 154, 147, 143, 154, 152, 159, 161, 156, 166, 169, 156, 175, 164, 153]","[290233, 290509, 291156, 291781, 292389, 293013, 293637, 294204, 294811, 295439, 296037, 296654, 297297, 297911, 298548, 299152, 299776, 300421, 301047, 301691, 302285, 302885, 303497, 304120]","[289998, 290598, 291198, 291799, 292398, 292998, 293598, 294198, 294824, 295453, 296051, 296668, 297310, 297926, 298561, 299166, 299789, 300434, 301061, 301706, 302299, 302900, 303511, 304133]",71,OR,U,R,ITMSR,1.1
5,600,trial,0,7,7,7,trial,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[309935, 310365, 310855, 311436, 312009, 312621, 313219, 313810, 314388, 314981, 315581, 316198, 316770, 317383, 317965, 318564, 319122, 319755, 320353, 320958, 321554, 322154, 322751, 323305]","[309987, 310438, 310948, 311535, 312092, 312710, 313302, 313893, 314480, 315067, 315678, 316298, 316877, 317474, 318069, 318655, 319220, 319868, 320462, 321068, 321661, 322246, 322838, 323401]","[115, 133, 152, 178, 174, 168, 170, 175, 159, 145, 155, 160, 169, 168, 177, 181, 184, 178, 183, 181, 183, 187, 182, 189]","[309943, 310370, 310861, 311441, 312013, 312626, 313225, 313816, 314394, 314988, 315587, 316204, 316775, 317387, 317970, 318569, 319126, 319760, 320358, 320964, 321559, 322158, 322756, 323309]","[309651, 310251, 310851, 311451, 312051, 312651, 313251, 313851, 314408, 315001, 315601, 316218, 316790, 317403, 317985, 318584, 319142, 319775, 320373, 320978, 321574, 322174, 322771, 323325]",71,OR,U,R,ITMSR,1.1
1,400,trial,0,8,8,8,trial,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[329376, 329871, 330178, 330541, 330948, 331370, 331758, 332171, 332551, 332917, 333302, 333691, 334081, 334450, 334788, 335152, 335520, 335896, 336279, 336657, 337043, 337429, 337810]","[329459, 329954, 330257, 330632, 331031, 331443, 331839, 332253, 332618, 332996, 333365, 333759, 334141, 334505, 334855, 335215, 335591, 335961, 336338, 336714, 337100, 337483, 337854]","[176, 162, 165, 174, 171, 169, 184, 179, 154, 146, 42, 33, 41, 229, 233, 166, 185, 97, 168, 8, 222, 184, 207]","[329380, 329877, 330183, 330546, 330953, 331375, 331763, 332175, 332557, 332923, 333310, 333701, 334089, 334459, 334797, 335162, 335531, 335908, 336290, 336665, 337052, 337438, 337821]","[329020, 329419, 329819, 330219, 330619, 331019, 331419, 331820, 332191, 332571, 332937, 333322, 333711, 334101, 334470, 334808, 335172, 335540, 335917, 336300, 336677, 337063, 337449, 337830]",71,OR,U,R,ITMSR,1.1
