pitch,ioi,event,.thisRepN,.thisTrialN,.thisN,.thisIndex,event,tap_types,tap_times,release_times,peak_pressures,peak_times,tone_times,subject,experimenter,register,handedness,experiment,version
,,SPR,0,-1,-1,0,SPR,"['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P']","[56400, 56922, 57483, 58037, 58548, 59089, 59625, 60145, 60662, 61176, 61678, 62220, 62750, 63295, 63823, 64358, 64896, 65398, 65928, 66453, 66980, 67509, 68021, 68533, 69055, 69575, 70085, 70608, 71114, 71579]","[56496, 57014, 57579, 58126, 58682, 59195, 59719, 60222, 60754, 61288, 61779, 62312, 62848, 63378, 63928, 64443, 64983, 65501, 66011, 66536, 67062, 67592, 68116, 68617, 69147, 69675, 70192, 70716, 71195, 71692]","[177, 247, 253, 19, 99, 64, 14, 6, 231, 22, 44, 6, 224, 210, 25, 251, 253, 56, 32, 20, 8, 235, 218, 5, 10, 34, 53, 253, 221, 43]","[56408, 56928, 57489, 58041, 58554, 59096, 59631, 60151, 60667, 61181, 61685, 62225, 62756, 63301, 63827, 64363, 64901, 65404, 65933, 66457, 66985, 67514, 68027, 68537, 69061, 69579, 70089, 70615, 71120, 71585]",,63,OR,U,R,ITMSR,1.1
4,500,practice,0,0,0,0,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[187751, 188319, 188832, 189299, 189799, 190302, 190820, 191321, 191744, 192088, 192364, 192652, 192871, 193123, 193512, 193923, 194369, 194788, 195298, 195757, 196227, 196721, 197164, 197669]","[187826, 188402, 188906, 189384, 189880, 190396, 190906, 191403, 191823, 192162, 192452, 192713, 192936, 193226, 193615, 194002, 194472, 194883, 195369, 195829, 196300, 196790, 197259, 197771]","[38, 233, 247, 251, 240, 211, 235, 208, 234, 231, 161, 184, 179, 167, 221, 180, 196, 151, 181, 108, 61, 161, 148, 167]","[187755, 188323, 188836, 189304, 189804, 190307, 190825, 191326, 191749, 192094, 192367, 192657, 192876, 193129, 193518, 193928, 194374, 194793, 195303, 195763, 196235, 196726, 197171, 197675]","[187387, 187887, 188387, 188888, 189388, 189888, 190388, 190888, 191341, 191764, 192108, 192385, 192672, 193143, 193532, 193943, 194390, 194808, 195318, 195777, 196247, 196741, 197184, 197689]",63,OR,U,R,ITMSR,1.1
2,500,practice,0,1,1,1,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[203451, 204009, 204505, 205034, 205497, 205982, 206466, 206958, 207420, 207885, 208393, 208842, 209329, 209833, 210298, 210795, 211260, 211773, 212264, 212750, 213213, 213716, 214234]","[203527, 204078, 204584, 205103, 205566, 206052, 206543, 207032, 207465, 207955, 208460, 208920, 209349, 209890, 210365, 210856, 211337, 211836, 212332, 212815, 213272, 213794, 214305]","[92, 47, 29, 219, 200, 235, 160, 131, 98, 98, 144, 148, 160, 158, 101, 115, 57, 161, 164, 148, 121, 200, 245]","[203455, 204014, 204510, 205040, 205503, 205987, 206471, 206963, 207426, 207891, 208398, 208848, 209334, 209839, 210304, 210800, 211266, 211779, 212270, 212755, 213219, 213722, 214238]","[203070, 203570, 204070, 204570, 205070, 205570, 206070, 206570, 206978, 207440, 207905, 208413, 208862, 209349, 209853, 210318, 210816, 211280, 211793, 212284, 212770, 213233, 213736, 214254]",63,OR,U,R,ITMSR,1.1
1,500,practice,0,2,2,2,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[219902, 220309, 220599, 221080, 221576, 222056, 222564, 223032, 223537, 224009, 224473, 224971, 225425, 225920, 226386, 226866, 227361, 227836, 228281, 228802, 229320, 229794, 230289, 230814]","[219960, 220358, 220684, 221153, 221641, 222127, 222627, 223115, 223608, 224083, 224558, 225033, 225447, 225995, 226455, 226886, 227421, 227892, 228361, 228864, 229340, 229861, 230309, 230870]","[0, 249, 21, 204, 230, 218, 183, 158, 186, 191, 82, 110, 80, 165, 161, 113, 87, 160, 121, 102, 106, 144, 185, 193]","[219909, 220315, 220605, 221085, 221581, 222061, 222570, 223038, 223542, 224014, 224479, 224976, 225430, 225926, 226392, 226872, 227366, 227842, 228286, 228807, 229325, 229799, 230294, 230820]","[219649, 220148, 220648, 221148, 221648, 222148, 222648, 223149, 223557, 224029, 224493, 224991, 225445, 225940, 226406, 226886, 227381, 227856, 228301, 228823, 229340, 229814, 230309, 230834]",63,OR,U,R,ITMSR,1.1
0,500,practice,0,3,3,3,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[236661, 237044, 237416, 237903, 238397, 238885, 239378, 239891, 240381, 240882, 241386, 241860, 242387, 242857, 243392, 243873, 244393, 244895, 245372, 245881, 246383, 246886, 247380, 247897]","[236724, 237110, 237496, 237962, 238454, 238937, 239440, 239912, 240444, 240949, 241448, 241950, 242454, 242930, 243412, 243958, 244470, 244973, 245464, 245963, 246474, 246950, 247468, 247983]","[15, 134, 162, 177, 151, 99, 132, 67, 99, 62, 56, 33, 16, 157, 187, 111, 66, 207, 40, 60, 85, 42, 78, 16]","[236663, 237050, 237423, 237908, 238403, 238893, 239383, 239896, 240388, 240887, 241391, 241866, 242394, 242863, 243398, 243878, 244399, 244899, 245378, 245886, 246388, 246891, 247387, 247902]","[236486, 236986, 237486, 237986, 238486, 238986, 239486, 239986, 240401, 240902, 241406, 241880, 242407, 242877, 243412, 243893, 244413, 244915, 245392, 245901, 246403, 246906, 247400, 247917]",63,OR,U,R,ITMSR,1.1
5,500,practice,0,4,4,4,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[253571, 253885, 254329, 254838, 255360, 255822, 256336, 256822, 257379, 257865, 258334, 258854, 259328, 259784, 260280, 260766, 261258, 261738, 262210, 262734, 263213, 263672, 264192, 264638]","[253648, 253964, 254409, 254858, 255414, 255898, 256423, 256917, 257470, 257949, 258354, 258938, 259400, 259854, 260367, 260848, 261328, 261832, 262305, 262808, 263283, 263774, 264270, 264733]","[169, 242, 41, 24, 14, 64, 74, 131, 151, 0, 253, 250, 254, 204, 238, 233, 79, 74, 41, 248, 62, 183, 254, 51]","[253578, 253889, 254336, 254844, 255365, 255827, 256342, 256827, 257384, 257870, 258340, 258860, 259333, 259790, 260286, 260771, 261264, 261743, 262215, 262740, 263219, 263677, 264197, 264644]","[253409, 253910, 254409, 254909, 255409, 255909, 256409, 256909, 257399, 257885, 258354, 258874, 259348, 259804, 260300, 260786, 261278, 261758, 262231, 262754, 263233, 263692, 264212, 264658]",63,OR,U,R,ITMSR,1.1
3,500,practice,0,5,5,5,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[270343, 270656, 271097, 271585, 272095, 272569, 273065, 273554, 274062, 274527, 274998, 275481, 275965, 276462, 276929, 277435, 277912, 278395, 278906, 279414, 279890, 280366, 280855, 281337]","[270416, 270745, 271173, 271605, 272159, 272632, 273133, 273644, 274142, 274618, 275093, 275571, 276047, 276552, 277022, 277526, 278010, 278470, 278971, 279488, 279981, 280468, 280938, 281443]","[4, 5, 58, 9, 130, 90, 37, 19, 64, 97, 47, 55, 77, 253, 33, 37, 53, 213, 159, 3, 6, 176, 231, 247]","[270344, 270663, 271105, 271590, 272100, 272573, 273072, 273560, 274068, 274532, 275003, 275486, 275972, 276467, 276935, 277441, 277918, 278402, 278910, 279418, 279896, 280372, 280860, 281342]","[270132, 270632, 271132, 271632, 272132, 272632, 273132, 273632, 274082, 274547, 275018, 275501, 275985, 276482, 276950, 277455, 277933, 278415, 278926, 279434, 279910, 280386, 280876, 281357]",63,OR,U,R,ITMSR,1.1
4,400,trial,0,6,6,6,trial,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[321604, 321910, 322305, 322613, 322958, 323353, 323767, 324160, 324541, 324933, 325298, 325687, 326091, 326491, 326882, 327269, 327633, 328025, 328397, 328782, 329162, 329536, 329926, 330297]","[321669, 321993, 322374, 322691, 323025, 323420, 323834, 324221, 324609, 324989, 325367, 325743, 326141, 326511, 326947, 327344, 327714, 328089, 328417, 328841, 329218, 329556, 329982, 330378]","[25, 234, 181, 203, 190, 154, 160, 136, 174, 182, 116, 238, 67, 30, 191, 143, 174, 28, 125, 93, 107, 80, 63, 49]","[321609, 321916, 322310, 322618, 322963, 323357, 323772, 324165, 324546, 324938, 325304, 325693, 326096, 326496, 326888, 327273, 327639, 328030, 328402, 328787, 329167, 329541, 329932, 330303]","[321434, 321835, 322234, 322634, 323034, 323434, 323834, 324234, 324561, 324953, 325318, 325707, 326111, 326511, 326902, 327289, 327653, 328045, 328417, 328802, 329182, 329556, 329946, 330317]",63,OR,U,R,ITMSR,1.1
2,400,trial,0,7,7,7,trial,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[336237, 336520, 336802, 337198, 337614, 338019, 338425, 338796, 339196, 339562, 339966, 340395, 340779, 341180, 341579, 341967, 342381, 342758, 343168, 343548, 343946, 344347, 344733, 345118]","[336316, 336592, 336882, 337269, 337683, 338091, 338481, 338873, 339268, 339655, 340041, 340463, 340865, 341259, 341652, 342028, 342437, 342825, 343227, 343630, 344029, 344425, 344811, 345187]","[237, 131, 203, 203, 135, 136, 73, 191, 120, 54, 156, 160, 115, 89, 100, 68, 18, 33, 223, 214, 174, 184, 189, 150]","[336243, 336526, 336808, 337203, 337620, 338025, 338433, 338801, 339202, 339570, 339972, 340400, 340784, 341186, 341584, 341974, 342387, 342765, 343174, 343554, 343953, 344354, 344740, 345123]","[336061, 336461, 336861, 337261, 337661, 338061, 338461, 338861, 339216, 339582, 339986, 340415, 340799, 341200, 341599, 341987, 342402, 342778, 343188, 343568, 343966, 344367, 344753, 345138]",63,OR,U,R,ITMSR,1.1
1,600,trial,0,8,8,8,trial,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[350688, 350939, 351621, 352215, 352841, 353423, 354034, 354663, 355281, 355861, 356410, 357040, 357595, 358171, 358725, 359293, 359840, 360419, 360992, 361559, 362104, 362713, 363261, 363842]","[350751, 351009, 351690, 352285, 352901, 353502, 354123, 354754, 355362, 355924, 356503, 357114, 357670, 358252, 358820, 359365, 359921, 360508, 361088, 361645, 362203, 362785, 363346, 363925]","[38, 34, 97, 68, 82, 95, 73, 128, 134, 201, 13, 8, 13, 20, 254, 11, 25, 235, 241, 5, 52, 238, 32, 9]","[350693, 350944, 351628, 352222, 352847, 353429, 354040, 354669, 355288, 355867, 356416, 357046, 357601, 358176, 358732, 359300, 359846, 360426, 360999, 361565, 362110, 362720, 363267, 363849]","[350527, 351127, 351727, 352327, 352927, 353527, 354127, 354727, 355301, 355881, 356430, 357060, 357615, 358191, 358745, 359313, 359860, 360439, 361012, 361579, 362124, 362733, 363281, 363863]",63,OR,U,R,ITMSR,1.1
